project,class
jmeter,TestResultWrapper
jena,Driver_Oracle
velocity,EventHandlerUtil
jchempaint,QueryAtomContainer
freemind,ReplaceValueAction
marauroa,MessageC2SLoginSendPromise
xalan,VariableStack
poi,TAN
xalan,MutableAttrListImpl
poi,PlexOfCps
megamek,InfantryArmorPanel
jmeter,MonitorGraph
proguard,InstantiationClassMarker
freemind,ScriptingEngine
marauroa,RPSlot
emma,DeclaredExceptionTable
proguard,UnreachableExceptionRemover
freecol,SelectableAction
jfreechart,YIntervalRendererTests
freemind,OpenAction
jchempaint,IChemObjectIO
antlr,CTarget
castor,AssignmentNotificationDescriptor
xerces,XML11NSDTDValidator
jext,JextMetalTheme
tomcat,SecureNioChannel
megamek,ISLightMG
jedit,PosBottomHalf
jruby,AlreadyLoaded
megamek,HVACWeapon
tomcat,ElapsedTimeElement
argouml,GoStimulusToAction
castor,UrType
jasperreports,JRDoubleCountIncrementer
jchempaint,BiconnectivityInspector
tomcat,TagInfo
castor,XSTime
xerces,CommentImpl
poi,TabListener
jgraphpad,FormatTextPositionBottom
jchempaint,InductiveAtomicSoftnessDescriptorTest
aoi,TrianglePhotonSource
argouml,ArgoFigLine
lucene,EightFlagsIntDecoder
drawswf,KunststoffCheckBoxIcon
sablecc,LR1Collection
struts,SmapGenVisitor
jhotdraw,DefaultSVGFigureFactory
jhotdraw,PaletteLabelUI
roller,RenderingException
jchempaint,Bspt
velocity,InlineScopeVMTestCase
megamek,ISThunderBolt5
drjava,HighlightManagerTest
pooka,FolderTreeDropTarget
jgroups,MyCanvas
heritrix,PDFParser
nekohtml,HTMLTagBalancer
hsqldb,BitMap
jfreechart,RegressionTests
ganttproject,ResourceLoadGraphicArea
jgraph,MultiLinedEditor
megamek,ISPPC
jruby,EncodingService
xalan,AllFromRootTraverser
findbugs,InitializationChain
argouml,WindowCloser
heritrix,SetBasedUriUniqFilter
freecs,CanceledRequestException
lucene,AdaptiveFacetsAccumulator
displaytag,DefaultDecoratorFactory
openjms,VersionInfo
jruby,IR_Instr
antlr,ACyclicDFACodeGenerator
mvnforum,MvnForumXML
proguard,ExceptionHandlerFilter
jung,BasicVertexLabelRenderer
proguard,SimpleClassPrinter
jasperreports,JRTimeSeriesChartImageMapRenderer
jedit,ToolBarManager
galleon,GoBackDialog
tomcat,JspElement
checkstyle,EqualsVsHashCode4
jhotdraw,MyObject
jfreechart,XYShapeRendererTests
openjms,Version
ganttproject,CachingOffsetCalculatorImpl
quartz,InvalidConfigurationException
jspwiki,AllTests
jruby,MethodBlock
argouml,SourceUnit
poi,Comment2000Atom
jasperreports,JRDesignField
jmeter,CounterConfig
jag,SkeletDataObj
poi,TestHSSFEventFactory
fitlibraryforfitnesse,DomainObjectSetUpTraverse
columba,MailboxSizeCommand
ganttproject,CalculateCriticalPathAction
jena,Subordinate
proguard,MySaveConfigurationActionListener
poi,WorksheetProtectionBlock
jgroups,ExecuteTask
jasperreports,JRFillCrosstabObjectFactory
aoi,MacOSPlugin
poi,TextObjectRecord
jung,ModalSatelliteGraphMouse
poi,TestIntegerField
sandmark,LiteHomePanel
c_jdbc,RUBiSDatabase
jmeter,TCPSampler
jfreechart,XYAreaRenderer2
picocontainer,AbstractDelegatingPicoContainer
jung,GraphMLReader
columba,ExtensionHandlerNotFoundException
freemind,StructuredMenuHolder
ganttproject,GanttAdjustmentListener
megamek,InfantryPistolMartialEagleMachinePistolWeapon
weka,ArffReader
roller,Referrers
xerces,StringTarget
freemind,DeleteChildAction
poi,TestFreeform
displaytag,SmartListHelper
jena,XSDBaseNumericType
jgraphpad,TreeNode
checkstyle,SuppressWarningsExpanded
jasperreports,HtmlExporterHyperlinkProducerAdapter
poi,EscherBoolProperty
xerces,HTMLTextAreaElementImpl
pooka,WizardEditorPane
jasperreports,JRDesignSubreportReturnValue
struts,PackageBasedActionConfigBuilder
jhotdraw,DefaultDragTracker
jfreechart,MarkerAxisBand
ganttproject,AlternanceFactory
antlr,ProxyToken
argouml,ActionAdjustPageBreaks
hsqldb,HsqlTaskQueue
jruby,RubyMarshal
jruby,LiteralNode
proguard,NegatedFloatValue
itext,RichMediaDeactivation
castor,UnknownDef
argouml,PropPanelUMLStateDiagram
jasperreports,JRTemplatePrintText
tomcat,ConstantLong
poi,Fixed2ArgFunction
sandmark,Split
jruby,JavaMethodTwoOrThreeBlock
tomcat,AntCompiler
jmeter,MachineName
exoportal,NewUserConfig
megamek,CLLightMGA
exoportal,PortletDriverImpl
exoportal,LogService
velocity,ClasspathResourceTestCase
jmoney,CategoryTreeCellRenderer
drjava,MainFontOptionListener
lucene,AssociationEnhancement
jhotdraw,ResourceBundleUtil
lucene,WikipediaTokenizer
log4j,LogTableColumnFormatException
findbugs,JavaClassAndMethod
findbugs,NullArgumentWarningProperty
pmd,AssertionCall
jsXe,Broken
poi,SEPAbstractType
tapestry,ResourceStreamerImpl
c_jdbc,RollbackToSavepoint
poi,AreaRecord
jgroups,ConnectionTableUnitTest
jena,RDFListIterator
columba,Group
displaytag,I18nJstlAdapter
megamek,SmokeProcessor
freecol,WishRealizationMission
informa,ChannelLogEntry
xerces,XPrecisionDecimal
jgroups,BoundedList
castor,IntegerToFloat
heritrix,HttpRecorderPostMethod
columba,TableRendererExtensionHandler
findbugs,SuperfluousInstanceOf
jchempaint,GeometricMinimizer
jfreechart,PinNeedleTests
jhotdraw,OrientationHandle
emma,JUMP2
aoi,CylinderPhotonSource
poi,QCTextBit
emma,JUMP4
jext,FindAction
jasperreports,JRClassGenerator
megamek,ServerCommand
findbugs,ByteCodePattern
proguard,Configuration
freemind,ExportWithXSLT
marauroa,LoadAllCharactersCommand
cobertura,SecondPassMethodInstrumenter
xerces,Op
jchempaint,RebondTool
tomcat,EnclosingMethod
aoi,ScaleTrack
tapestry,ComponentSourceImpl
columba,ProfileManagerDialog
jasperreports,SubreportConverter
wct,TabConfig
jruby,FunctionalCachingCallSite
htmlunit,NodeTest
galleon,ItemURL
ganttproject,GanttXFIGFileFilter
informa,RSS_2_0_Exporter
exoportal,IdenticalItemsTest
argouml,FigEnumeration
columba,IdentityStep
exoportal,TestLDAPService
jmeter,HttpClientDefaultParameters
poi,SheetHandler
findbugs,DepthFirstSearchFactory
jchempaint,IMoleculeSet
sandmark,StaticSplit
galleon,AppNode
poi,HideObjRecord
argouml,FigOrdering
jgroups,OverlappingMergeTest
tomcat,AccessLogValve
weka,LocalScoreSearchAlgorithm
freemind,SequenceHandler
lucene,FreqProxPostingsArray
wct,ArcHarvestFileDTO
jmeter,MD5HexAssertion
jena,NoValue
argouml,SimpleClassTypeSignatureLexer
jfreechart,CategoryTickTests
proguard,ParticularLongValue
exoportal,SearchPagesActionListener
exoportal,FolderImpl
quartz,JobStoreTX
weka,InstancesResultListener
freecol,InfoPanel
jgroups,PropertyHelper
lucene,TermInfo
hsqldb,ClientConnectionHTTP
pooka,FolderNode
freecol,ReportHistoryAction
antlr,4
jedit,WindowCompare
wct,HasUserOwnedPrivTag
drawswf,KunststoffToolBarUI
exoportal,UIAccountConfiguration
checkstyle,TestGenerics
freemind,ExportBranchToHTMLAction
heritrix,LogUtils
columba,CachedMHFolder
jgroups,Membership
ivatagroupware,SearchResult
checkstyle,TestClass
pmd,ASTPreDecrementExpression
tomcat,InnerClasses
poi,FilePassRecord
castor,TransactionAbortedException
log4j,ResourceUtils
megamek,CapitalGaussBayWeapon
xalan,GetOptsException
megamek,CLSRT4IOS
jena,FasterPatternStage
mvnforum,DeleteOrphanPmAttachmentTask
checkstyle,LocalizedMessage
exoportal,ResourceBundleDescriptionImpl
freemind,AttributeTableCellRenderer
xalan,Mode
jfreechart,YWithXInterval
log4j,Level
heritrix,WriterPoolMember
findbugs,MSVOptions
castor,Policy
tomcat,OutputBuffer
jedit,DefaultTokenHandler
wct,TextRenderer
jgroups,ListAllMyBucketsHandler
jgraph,FastFactoryConfigDialog
lucene,Optimizer
jena,WantTypedLiteral
jgroups,MergeCanceller
freemind,ImportMindmanagerFiles
emma,Property
jchempaint,IsotopeReaderTest
c_jdbc,DropRequestTest
exoportal,MockPortletRequest
megamek,CLFlamer
drjava,JPDADebugTestCase
htmlunit,Window
megamek,ISStreakSRM2
columba,IdentityPanel
tomcat,ChannelException
proguard,IdentifiedReferenceValue
megamek,ISStreakSRM4
hsqldb,BadSpecial
castor,ResolverStrategy
struts,InputTransferSelectTag
megamek,ISStreakSRM6
aoi,EditingPanel
jruby,LambdaNode
fitlibraryforfitnesse,TestResults
sandmark,ControlFlowSynthesizer
emma,CONSTANT_InterfaceMethodref_info
argouml,UMLRadioButtonPanel
jmeter,EnableComponent
junit,AbstractFileProvider
jung,MinimumSpanningForest2
findbugs,NullDerefAndRedundantComparisonFinder
castor,SybaseGenerator
jchempaint,VanDerWaalsInteractions
drjava,DJFileDisplayManager
freemind,Mode
struts,InternalBean
itext,SetTextFont
argouml,RedoStack
colt,Normal
struts,Autocompleter
freecol,Destination
columba,PriorityRenderer
checkstyle,SinglelineDetector
lucene,MultiTermEnum
drjava,MutableFileProperty
drjava,BusyResult
sandmark,MethodMetric
tomcat,Http11NioProtocol
megamek,EntityLoadingException
jruby,OrNode
drawswf,TranslateRed
drjava,InteractionsDJDocumentTest
argouml,UMLPlainTextDocument
openjms,AbstractConnectionFactory
jedit,HyperSearchOperationNode
c_jdbc,PostgreSQLPlainTextBackuper
colt,Algebra
ganttproject,ExportException
james,JDBCMailRepository
jext,NDupFunction
wct,TargetInstanceValidator
velocity,ParserTestCase
galleon,DownloadConfiguration
columba,AbstractComposerTst
heritrix,AudienceHandler
exoportal,LongValueRecord
jedit,MirrorModel
pmd,FieldDeclTest
jhotdraw,CreationToolSample
exoportal,ShowThreadInfoActionListener
jasperreports,ResourcesFillContext
weka,AbstractDataSink
findbugs,RedundantBranch
fitlibraryforfitnesse,RentEzApplication
poi,TestSheetProtection
log4j,MDCPatternConverter
weka,Agrawal
jgroups,ProtocolData
aoi,ViewerOrientationControl
wct,RejReasonDAOImpl
jruby,LoadService19
columba,AddAllSendersToAddressbookCommand
exoportal,PortletCategory
emma,DataFactory
jgroups,StackPanel
galleon,EmailAccountMenuScreen
lucene,DocFieldProcessorPerField
jasperreports,ChartThemesUtilities
castor,Substring
james,RMIRemoteManager
exoportal,PageReference
proguard,Shrinker
tapestry,ActionPage
jsXe,JARClassLoader
jchempaint,EquivalentClassPartitioner
lucene,SegmentTermDocs
jspwiki,PageCommand
columba,SavePOP3CachePlugin
checkstyle,XMLLogger
exoportal,PortalComponentIDGenerator
freecol,FreeColListUI
weka,GeneralRegression
freemind,BezierEdgeView
jedit,JEditPropertyManager
informa,TestChannelGroup
jext,Appender
ganttproject,GanttProjectBase
heritrix,DocTest
axion,Index
weka,BallTreeConstructor
marauroa,ChooseCharacterHandler
jasperreports,JdkGlyphFixTextMeasurer
jruby,PreManyRest1Post0BlockAssigner
freecol,ListOption
megamek,MineLayingDialog
struts,ParserUtils
exoportal,IdentifierUtil
freecol,FontResource
weka,Parser
jspwiki,TopLevelDavItem
exoportal,ListenerStack
poi,TestInteractiveInfoAtom
sandmark,Application
tapestry,ComponentDefaultProviderImpl
argouml,UMLAssociationRoleBaseComboBoxModel
openjms,HTTPRequestInfo
columba,cSize
xerces,Step
jgraphpad,OrderedTreeLayoutAlgorithm
argouml,TargetRemover
colt,IntFunctions
jchempaint,IsotopePatternManipulatorTest
jext,Page
tapestry,DateFieldDemo
openjms,RemoteServerConnection
lucene,StopAnalyzer
columba,TableSelectionHandler
findbugs,Plugin
c_jdbc,LogEntry
freemind,AddConditionAction
itext,OutputStream
c_jdbc,InsertRequest
tomcat,FunctionMapperImpl
roller,DebugFilter
hsqldb,TarReader
itext,SymbolConversion
argouml,XmiFormatException
megamek,CLBAMG
drjava,AsyncTask
antlr,IntervalSet
jspwiki,TextUtil
jgraph,SVGUtils
exoportal,UISmsAdminPortlet
jasperreports,JRFillTimeSeriesPlot
jmeter,DeleteListener
jasperreports,JRDesignHighLowDataset
jasperreports,JRPrintFontFactory
freecol,Territory
tomcat,AstOr
mvnforum,FavoriteThreadBean
jruby,StaticMethodInvokerInstaller
findbugs,AnalysisCacheToAnalysisContextAdapter
jruby,Regexp
pooka,AttachmentPanelAction
jchempaint,JChemPaintPanel
heritrix,CrawlSettingsSAXHandler
jedit,GetFileTypeRequest
lucene,IntComparator
heritrix,QueueCat
castor,UnknownUnmarshaller
jruby,ASSERT_METHOD_VERSION_Instr
xerces,DOMConfigurationImpl
megamek,KillerWhaleHandler
c_jdbc,CjdbcGui
jasperreports,SummaryCreator
roller,IncomingReferrer
quartz,SendDestinationMessageJob
findbugs,AbstractCloud
jasperreports,SCC14ShippingCodeProvider
lucene,SegToken
drawswf,RadialGradientPaintContext
c_jdbc,ControllerPopUpMenu
exoportal,Style
weka,IncrementalClassifierEvent
hsqldb,LongKeyLongValueHashMap
poi,MergedCellsTable
jedit,ClassGeneratorUtil
wct,TargetInstanceDisplayHandler
jedit,BSHImportDeclaration
james,RepositoryManager
megamek,InfantrySupportClanSemiPortableHeavyLaserWeapon
jmeter,TestBeanGUI
roller,RuntimeConfigDefsParser
log4j,HTMLLayout
heritrix,ARCWriterProcessor
sandmark,KafuraAppMeasure
ivatagroupware,UserRightFilter
jgroups,MergeId
javacc,LookaheadWalk
jung,BasicTransformer
struts,UsersAvailableInRoomAction
jext,CompleteWordAll
poi,TestFactory
jag,EqualTag
sunflow,DiffuseShader
jedit,BufferChangeAdapter
lucene,KeywordTokenizer
jasperreports,JRXyzDatasetFactory
exoportal,PortletCategoryRenderer
freemind,ComplexContentHandler
jchempaint,BasicBondGenerator
heritrix,CrawlStateUpdater
weka,Interval
ganttproject,TestOffsetCalculation
argouml,JasonsBigTheme
xalan,XSLProcessorContext
drjava,QuestionCurrLineStartsWithSkipCommentsTest
exoportal,TestService
jena,BrokenException
pmd,UseStringBufferForStringAppends
jgrapht,MyTraversalListener
jung,MultiPickedState
emma,UDataOutputStream
jgrapht,BronKerboschCliqueFinderTest
freecol,DirectionChange
sunflow,SphereLight
log4j,LevelRangeFilter
jasperreports,CodabarComponent
drawswf,GradientFill
jasperreports,JRPrintHyperlinkParameterFactory
pooka,ReverseRowComparator
findbugs,ConfusionBetweenInheritedAndOuterMethod
pooka,ConfigurableMenuBar
lucene,Benchmark
jruby,RubyThreadGroup
jhotdraw,Style
poi,ExternalBookBlock
lucene,EdgeNGramTokenFilter
freemind,MindMapActions
javacc,ROneOrMore
poi,TestCruddyExtractor
weka,BuiltInArithmetic
jedit,DirectoryLoadedAWTRequest
quartz,StdRowLockSemaphore
findbugs,SystemProperty
mvnforum,OnlineUserImpl
jhotdraw,DocumentHandler
freecol,Building
rssowl,CleanUpTests
columba,FilterActionExtensionHandler
lucene,AnalyzerAttributeImpl
jmeter,CSVDataSetBeanInfo
marauroa,MessageFactory
jruby,BREAK_Instr
colt,AbstractBooleanList
poi,XSSFComment
weka,FieldRef
tomcat,SmapGenVisitor
exoportal,InvalidStatementException
displaytag,ColumnIterator
xalan,PrecedingSiblingIterator
poi,YearFrac
exoportal,UISelectAccount
jgroups,ViewTest
galleon,DownloadManagerDialog
maven,MetadataGraphVertex
jhotdraw,DragHandler
poi,RkRec
castor,EnumerationProxy
ivatagroupware,UploadImagesAction
jfreechart,SubCategoryAxisTests
findbugs,UpdateCommandLine
pooka,ListEditorListener
jfreechart,ContourPlotTests
jmeter,TestCompiler
itext,Paragraph
freecol,GoodsTradeItem
sandmark,Utils
struts,PropertyHolder
weka,SimplePredicate
poi,Compressor
exoportal,UIListCache
findbugs,SubtypeTypeMatcher
heritrix,ExtractorSWF
jext,PwdCommand
aoi,ElementMovedEvent
tomcat,MutableInteger
picocontainer,MethodCallingVisitor
jmeter,FilterTreeSet
mvnforum,MemberGroupWebHandler
hsqldb,DataFileDefrag
jasperreports,JRBaseTimeSeries
exoportal,MembershipTypeHandler
weka,BallNode
xerces,DatatypeException
displaytag,Displ142Test
columba,ForwardCommandTest
checkstyle,DetailAST
openjms,Context
struts,IteratorGeneratorTagTest
poi,DirectoryProperty
exoportal,CommunityNavigation
poi,RefreshAllRecord
jgroups,Interrupter
lucene,ToStringUtils
argouml,DocumentationManager
megamek,BurstPulseLaserWeaponHandler
jgroups,CompressHeader
htmlunit,ClassConfiguration
lucene,HitQueue
jgroups,AckReceiver
exoportal,SyntheticalRoot
aoi,UniformMapping
jfreechart,XYStepChartTests
jedit,ActionTextField
megamek,InfantryRifleEbonyAssaultLaserWeapon
argouml,FigCallState
jasperreports,JRAbstractLRUVirtualizer
antlr,Strip
struts,Country
heritrix,RobotstxtTest
jmeter,BooleanProperty
columba,ForwardInlineAction
columba,ColumnItem
argouml,DiagramSettings
aoi,Vertex
argouml,PGMLStackParser
jhotdraw,CharacterSetAccessory
poi,TestPropertyTable
jpf,ParameterDefinitionImpl
pmd,ImportsRulesTest
lucene,NRTManager
argouml,UmlNotationTextEvent
weka,DatabaseConnection
xalan,NodeSetDTM
struts,ActionFormValidationInterceptor
wct,AbstractTarget
emma,SystemRedirectsLookup
freecol,TrainUnitInEuropeMessage
struts,ComboBoxTest
tapestry,SimpleBean
castor,TestNot
jspwiki,InsertPageTag
jasperreports,ColorFieldHandler
quartz,JobStore
jruby,EnumFieldIO
jmeter,PasswordEditor
findbugs,ErrorCountingBugReporter
jruby,TypedArgumentNode
pmd,J2EERulesTest
xalan,XNodeSetForDOM
poi,CommandArgs
columba,ToggleFlaggedFlagAction
exoportal,WebUnitSuite
jasperreports,JRPrintHyperlinkParameter
jgraph,RedirectingEditor
exoportal,UserProfileImpl
castor,Mapping
argouml,CrProfile
wct,TargetTypeParameter
openjms,RemoteServerConnectionFactory
freecol,SaveAndQuitAction
exoportal,AccountRenderer
freemind,UsePlainTextAction
columba,AddVCardAction
struts,CheckboxListTest
columba,ToTest
jspwiki,CachedProperties
jspwiki,AclImpl
jena,XSD
jag,TagProcess
argouml,ArgoFigText
jena,GenericChoiceFrame
itext,ResourceDictionary
freecol,AudioMixerOption
antlr,OutputAstEditor
xalan,JAXPVariableStack
velocity,IncludeEventHandlingTestCase
argouml,ActionAdjustGrid
roller,TagStatComparator
megamek,IndexedCheckbox
jgroups,KeyStoreGenerator
tomcat,ResourceEnvRef
pooka,NewOutgoingServerWizardController
castor,DateToBigDecimal
castor,TestTrim
poi,CorruptPowerPointFileException
poi,XSSFCellAlignment
quartz,JmsHelper
picocontainer,ConstructorInjector
poi,FontUnderline
megamek,SmokeCloud
aoi,SqrtModule
lucene,ByteCache
checkstyle,IndentLevel
jchempaint,HeterolyticCleavagePBReactionTest
axion,AbstractFilteringRowIterator
megamek,ISMineLauncher
aoi,TrackTreeElement
htmlunit,StyleSheetListTest
jrat,JuniorDummy
itext,PdfLayerMembership
htmlunit,BrowserVersionClassRunner
columba,DefaultCriteriaRow
roller,WeblogEntriesMonthPager
lucene,WikipediaTokenizerImpl
jruby,PUT_Instr
jruby,GET_ARRAY_Instr
poi,FinanceLib
argouml,GoTransitionToSource
maven,SettingsConfigurationException
freemind,Arrow
jasperreports,JRPrintTextFactory
argouml,ObjectNotationUml
struts,ViewSourceAction
jasml,Opcode
sandmark,0Refactor
castor,TestDoubleLiteral
poi,TestPOIDocumentMain
argouml,GoSummaryToOutgoingDependency
c_jdbc,ConnectionParameterDialog
megamek,GameTurn
argouml,GoComponentToResidentModelElement
pooka,AddressBookEntry
jmeter,JSR223ListenerBeanInfo
exoportal,PortalContainer
xalan,DOMConstants
wct,PermissionSeedDTO
aoi,MaterialFragment
aoi,PreferencesWindow
jfreechart,HashUtilities
castor,Db2SchemaFactory
columba,MessageOptionParser
tomcat,ReloadTask
findbugs,HugeSharedStringConstants
freecs,CmdJoinUser
tomcat,Attribute
argouml,UMLStubStateComboBoxModel
struts,AnnotationValidationInterceptorTest
axion,ComparisonOperator
struts,ActionTag
jgraphpad,FileNew
castor,JClass
sandmark,BasicBlock
velocity,Velocity644TestCase
junit,StatementThread
struts,AbstractRemoteBean
openjms,Response
castor,CollectionHandlers
